question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix Wemo Mini Smart Plug if rules are not executing correctly?""",0.0,0.7297642230987549,1.370305597817401,5.6,175,34,0.0,-21,0.0,-21.0,0.0,0.0,4.097045421600342,0.9763133156667517,6.3,2035,432,0.0,-7,0.0,-7.0,0.0
"""How to fix Wemo Mini Smart Plug that wont work after firmware update?""",0.0,0.8580770492553711,1.1653965117315261,5.6,189,43,0.0,0,0.0,0.0,0.0,0.0,4.681305408477783,0.8544625165358101,6.0,2278,493,0.0,0,0.0,0.0,0.0
"""What if Wemo Mini Smart Plug turns off shortly after being turned on?""",0.0,0.8428986072540283,1.186382313834525,5.449999999999999,204,43,0.0,-28,0.0,-28.0,0.0,0.0,4.743936777114868,0.8431815574137151,6.25,2475,523,0.0,-23,0.0,-23.0,0.0
"""How to reset Amazon Smart Plug to factory settings?""",0.0,0.7291724681854248,1.37141765992489,5.800000000000001,173,33,0.0,-13,0.0,-13.0,0.0,0.0,1.961961269378662,1.0193881149510542,5.95,925,191,0.0,-23,0.0,-23.0,0.0
"""How to schedule Amazon Smart Plug to turn on/off automatically?""",0.0,0.7259378433227539,0.0,5.55,172,35,0.0,-8,0.0,-8.0,0.0,0.0,3.5168697834014893,1.1373750654285373,6.2,1581,364,0.0,0,0.0,0.0,0.0
"""How to fix Amazon Smart Plug if its not turning on manually?""",0.0,0.7670068740844727,1.3037692800283818,6.0,193,36,0.0,-26,0.0,-26.0,0.0,0.0,4.5731096267700195,0.874678353780272,5.95,2280,478,0.0,-4,0.0,-4.0,0.0
"""Why does Amazon Smart Plug have a delayed response to Alexa commands?""",0.0,0.7303390502929688,1.3692270728204246,5.8,213,37,0.0,-12,0.0,-12.0,0.0,0.0,3.308950424194336,0.9066318969497871,6.0,1962,340,0.0,0,0.0,0.0,0.0
"""How to fix Amazon Smart Plug not appearing in Alexa routines?""",0.0,0.7118227481842041,1.404844116811384,5.699999999999999,152,33,0.0,-21,0.0,-21.0,0.0,0.0,3.7218916416168213,1.0747223146620897,5.95,1864,387,0.0,-9,0.0,-9.0,0.0
"""Why does Amazon Smart Plug lose connection during peak hours?""",0.0,0.7307744026184082,1.3684113680173127,5.6,213,36,0.0,0,0.0,0.0,0.0,0.0,4.168883562088013,0.959489498908827,6.1,2402,441,0.0,-8,0.0,-8.0,0.0
"""How to fix Amazon Smart Plug that only works intermittently?""",0.0,0.7386400699615479,1.3538393605616206,5.55,200,39,0.0,-21,0.0,-21.0,0.0,0.0,4.5924835205078125,1.0887355344164917,6.05,2259,477,0.0,-6,0.0,-6.0,0.0
"""What if Amazon Smart Plug is blinking rapidly in white?""",0.0,0.7744455337524414,1.2912463903739801,5.6,198,41,0.0,-19,0.0,-19.0,0.0,0.0,2.3494505882263184,0.851262848438737,6.1,1160,234,0.0,-21,0.0,-21.0,0.0
"""Why does Amazon Smart Plug take a long time to respond to commands?""",0.0,0.7311604022979736,1.367688946035671,5.5,191,36,0.0,-5,0.0,-5.0,0.0,0.0,3.8508334159851074,1.0387361819901937,6.15,2135,408,0.0,-23,0.0,-23.0,0.0
"""Why does August Smart Lock keep disconnecting from Wi-Fi?""",0.0,0.6817150115966797,1.4668886308629903,5.05,160,33,0.0,-8,0.0,-8.0,0.0,0.0,5.024439096450806,0.7961087642251371,5.95,2624,562,0.0,-3,0.0,-3.0,0.0
"""How to use August Smart Lock with Apple HomeKit?""",0.0,0.7091395854949951,1.4101596081452858,5.55,183,35,0.0,-21,0.0,-21.0,0.0,0.0,4.150085687637329,0.9638355207738231,5.85,2010,430,0.0,-21,0.0,-21.0,0.0
"""Why does August Smart Lock show offline in the app?""",0.0,0.7073988914489746,1.4136295830924714,5.75,165,32,0.0,-8,0.0,-8.0,0.0,0.0,4.130970001220703,0.726221686217429,6.0,2155,438,0.0,0,0.0,0.0,0.0
"""What if August Smart Lock wont lock after door is closed?""",0.0,0.693577766418457,0.0,5.75,184,37,0.0,-21,0.0,-21.0,0.0,0.0,4.84653115272522,0.618999425664107,5.9,2622,521,0.0,-9,0.0,-9.0,0.0
"""How to enable notifications for August Smart Lock?""",0.0,0.80126953125,0.0,5.7,219,41,0.0,-6,0.0,-6.0,0.0,0.0,3.4084017276763916,0.8801779366670728,5.95,1723,358,0.0,-13,0.0,-13.0,0.0
"""How to remove a user from August Smart Lock access?""",0.0,0.6428041458129883,1.555683805892664,5.699999999999999,157,30,0.0,-21,0.0,-21.0,0.0,0.0,1.885021686553955,1.5914936265190576,5.95,869,191,0.0,-19,0.0,-19.0,0.0
"""Why does August Smart Lock take longer to respond to commands?""",0.0,0.7536816596984863,0.0,5.5,210,40,0.0,-12,0.0,-12.0,0.0,0.0,3.9678938388824463,0.7560686151938634,6.1,2229,408,0.0,-19,0.0,-19.0,0.0
"""What if August Smart Lock doesnt lock when using HomeKit automation?""",0.0,0.6285245418548584,1.591027769656856,5.449999999999999,150,27,0.0,0,0.0,-27.0,0.0,0.0,5.619751691818237,1.0676628308567744,6.05,3032,597,0.0,0,0.0,0.0,0.0
"""How to reset Yale Assure Lock to factory settings?""",0.0,0.763786792755127,1.3092658965633686,5.85,215,39,0.0,-2,0.0,-2.0,0.0,0.0,2.554734706878662,0.7828601516298318,6.1,1452,257,0.0,-15,0.0,-15.0,0.0
"""How to fix Yale Assure Lock that wont unlock remotely?""",0.0,0.8165700435638428,0.0,5.85,210,42,0.0,0,0.0,-26.0,0.0,0.0,3.4818129539489746,0.8616200926586304,6.05,1845,363,0.0,-1,0.0,-1.0,0.0
"""Why does Yale Assure Lock drain batteries quickly?""",0.0,0.7184598445892334,1.3918662365487289,5.6,155,34,0.0,0,0.0,-27.0,0.0,0.0,3.384284019470215,0.8864504228193417,6.0,1908,346,0.0,-21,0.0,-21.0,0.0
"""How to connect Yale Assure Lock to a new Wi-Fi network?""",0.0,0.694648027420044,2.8791559481279023,5.8,156,33,0.0,0,0.0,-27.0,0.0,0.0,4.98418927192688,1.0031721764984285,5.8,2445,526,0.0,-2,0.0,-2.0,0.0
"""How to enable auto-unlock for Yale Assure Lock?""",0.0,0.6929445266723633,1.443116961759204,5.55,183,36,0.0,-17,0.0,-17.0,0.0,0.0,2.5675835609436035,0.7789425163892272,6.2,1322,261,0.0,-4,0.0,-4.0,0.0
"""How to fix Yale Assure Lock if the LED indicator doesnt light up?""",0.0,0.7280075550079346,0.0,5.5,175,34,0.0,-21,0.0,-21.0,0.0,0.0,4.577552318572998,1.0922868057045847,6.3,2471,494,0.0,-7,0.0,-7.0,0.0
"""How to fix Schlage Sense that wont connect to Bluetooth?""",0.0,0.7091047763824463,1.4102288312041402,5.6,197,39,0.0,-13,0.0,-13.0,0.0,0.0,5.081291913986206,0.7872013786474172,6.1,2552,535,0.0,-3,0.0,-3.0,0.0
"""What if Schlage Sense is not responding to app commands?""",0.0,0.7385327816009521,1.3540360359242871,5.85,188,39,0.0,0,0.0,0.0,0.0,0.0,3.1989119052886963,0.9378188861786707,6.05,1678,338,0.0,-21,0.0,-21.0,0.0
"""Why is Schlage Sense blinking red?""",0.0,0.6301698684692383,1.5868737145878078,5.0,140,25,0.0,0,0.0,0.0,0.0,0.0,2.223775625228882,0.4496856556285924,5.25,1250,230,0.0,-10,0.0,-10.0,0.0
"""How to fix Schlage Sense that wont unlock remotely?""",0.0,0.8500616550445557,1.1763852587251662,5.6,219,46,0.0,-5,0.0,-5.0,0.0,0.0,4.401713848114014,0.9087369461133372,6.05,2252,460,0.0,-6,0.0,-6.0,0.0
"""What if Schlage Sense disconnects frequently from the Wi-Fi bridge?""",0.0,0.7457940578460693,1.340852732035965,5.699999999999999,172,36,0.0,-17,0.0,-17.0,0.0,0.0,4.295195579528809,0.9312730761466308,5.95,2181,466,0.0,0,0.0,-23.0,0.0
"""What if Schlage Sense wont lock after door is closed?""",0.0,0.7539873123168945,1.3262822645201209,5.7,195,39,0.0,-21,0.0,-21.0,0.0,0.0,4.534384250640869,1.1026855519126264,5.85,2401,489,0.0,-21,0.0,-21.0,0.0
"""How to fix Schlage Sense if it wont connect to the Wi-Fi bridge?""",0.0,0.7353618144989014,1.359874799428526,5.75,172,38,0.0,-2,0.0,-2.0,0.0,0.0,5.09541392326355,0.9812745490942505,6.05,2573,537,0.0,-21,0.0,-21.0,0.0
"""Why does Schlage Sense not follow the set schedule?""",0.0,0.724987268447876,1.379334566991761,5.6,176,35,0.0,-19,0.0,-19.0,0.0,0.0,4.347954034805298,0.9199729270320463,6.3,2337,472,0.0,-4,0.0,-4.0,0.0
"""What if Schlage Sense doesnt lock when using HomeKit automation?""",0.0,0.7813448905944824,1.279844550129771,5.6,212,42,0.0,-21,0.0,-21.0,0.0,0.0,5.791772842407227,1.0359522314256695,6.3,2863,632,0.0,0,0.0,0.0,0.0
"""How to fix Arlo Pro camera that wont sync with the base station?""",0.0,0.8133046627044678,1.2295515393626393,5.85,256,46,0.0,-13,0.0,-13.0,0.0,0.0,4.778333902359009,1.0463898300473649,6.0,2393,506,0.0,-20,0.0,-20.0,0.0
"""How to fix Arlo Pro camera that wont charge?""",0.0,0.7603182792663574,0.0,5.449999999999999,213,37,0.0,-2,0.0,-2.0,0.0,0.0,3.5910847187042236,1.1138695723790222,6.25,1813,374,0.0,-19,0.0,-19.0,0.0
"""Why does Arlo Pro take longer to respond to commands?""",0.0,0.7638788223266602,1.3091081605760986,5.8,196,34,0.0,0,0.0,-27.0,0.0,0.0,3.2495768070220947,0.3077323785171548,5.7,1778,325,0.0,-16,0.0,-16.0,0.0
"""What if Arlo Pro doesnt record video when motion is detected?""",0.0,0.7474503517150879,2.6757630060785087,5.5,211,40,0.0,-19,0.0,-19.0,0.0,0.0,5.383196830749512,0.7430528969610402,5.800000000000001,2757,573,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Cam that wont connect to Wi-Fi?""",0.0,0.9071884155273438,1.1023068448472615,5.75,213,49,0.0,0,0.0,0.0,0.0,0.0,5.715730428695679,0.8747788340220932,5.95,2863,589,0.0,-21,0.0,-21.0,0.0
"""Why does Nest Cam have delayed notifications?""",0.0,0.800487756729126,1.2492383444887432,5.699999999999999,217,38,0.0,-10,0.0,-10.0,0.0,0.0,3.2526609897613525,0.9223217573068454,6.0,1809,352,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Cam that stops recording clips?""",0.0,0.7085971832275391,0.0,5.5,191,35,0.0,-21,0.0,-21.0,0.0,0.0,5.05735182762146,0.9886597117278519,6.05,2708,530,0.0,-10,0.0,-10.0,0.0
"""What if Nest Cam keeps disconnecting from Wi-Fi?""",0.0,0.704458475112915,1.419530086338736,5.550000000000001,189,32,0.0,0,0.0,-28.0,0.0,0.0,5.6290717124938965,0.8882459231958376,6.3,2896,599,0.25,-21,0.0,-21.0,0.0
"""Why does Nest Cam have poor video quality?""",0.0,0.7980995178222656,1.2529765745637622,5.6,199,37,-0.0625,-12,0.0,-12.0,0.0,0.0,2.927936553955078,1.0246123659843966,5.95,1608,294,0.0,-16,0.0,-16.0,0.0
"""How to fix Ring Stick Up Cam that stops recording events?""",0.0,0.7765192985534668,1.287798000467954,5.449999999999999,170,33,0.0,-5,0.0,-5.0,0.0,0.0,5.18183159828186,0.7719278259304073,6.3,2749,557,0.0,-17,0.0,-17.0,0.0
"""How to fix Ring Stick Up Cam if night vision is not working?""",0.0,0.7408907413482666,1.3497266792430707,5.800000000000001,177,33,0.0,-21,0.0,-21.0,0.0,0.0,4.151923418045044,1.2042611331095512,6.1,2154,437,0.0,-7,0.0,-7.0,0.0
"""How to fix Ring Stick Up Cam that wont charge?""",0.0,0.7637271881103516,1.3093680774625531,5.6,208,36,0.0,-21,0.0,-21.0,0.0,0.0,3.748366594314575,1.067131482301387,6.0,1933,388,0.0,-3,0.0,-3.0,0.0
"""What if Ring Stick Up Cam fails to detect people or animals?""",0.0,0.5910625457763672,3.3837366523955796,5.449999999999999,138,23,0.0,-24,0.0,-24.0,0.0,0.0,3.7675938606262207,1.0616855605916546,6.25,2100,393,0.0,-6,0.0,-6.0,0.0
"""How to integrate Ring Stick Up Cam with Google Home?""",0.0,0.7040374279022217,1.420379031522132,5.75,190,35,0.0,-21,0.0,-21.0,0.0,0.0,4.729592561721802,0.8457388131853013,6.05,2370,507,0.0,-14,0.0,-14.0,0.0
"""How to remove a user from Ring Stick Up Cam access?""",0.0,0.7094395160675049,1.4095634333173206,5.449999999999999,155,30,0.0,-2,0.0,-2.0,0.0,0.0,2.4595913887023926,0.81314319491634,5.35,1197,251,0.0,-7,0.0,-7.0,0.0
"""How to fix Ring Video Doorbell that wont charge?""",0.0,0.7643499374389648,1.308301278011085,5.6,212,38,0.0,0,0.0,0.0,0.0,0.0,3.6052329540252686,1.1094983461564907,6.0,1933,379,0.0,-19,0.0,-19.0,0.0
"""What if Ring Video Doorbell fails to detect people or animals?""",0.25,0.7042253017425537,1.4200001015690664,5.5,212,35,0.0,-21,0.0,-21.0,0.0,0.0,4.4543352127075195,0.8980015667855064,6.15,2383,473,0.0,-9,0.0,-9.0,0.0
"""Why does Ring Video Doorbell take longer to respond to commands?""",0.0,0.5334184169769287,1.8747009255310068,5.449999999999999,76,15,0.0,-10,0.0,-10.0,0.0,0.0,2.952956199645996,1.0159310864009659,6.25,1656,304,0.0,0,0.0,-23.0,0.0
"""How to change Wi-Fi network for Nest Hello?""",0.0,0.8583900928497314,1.1649715069278521,5.6,215,48,0.0,0,0.0,0.0,0.0,0.0,3.2562782764434814,0.9212971820317837,6.0,1421,334,0.0,0,0.0,0.0,0.0
"""Why does Nest Hello have delayed notifications?""",0.0,0.7148172855377197,1.3989588951347796,5.5,199,34,0.0,0,0.0,-27.0,0.0,0.0,2.4452884197235107,0.8178994280864101,6.05,1339,248,0.0,-19,0.0,-19.0,0.0
"""How to add Nest Hello to Google Home?""",0.0,0.5775365829467773,0.0,5.550000000000001,101,19,0.0,-21,0.0,-21.0,0.0,0.0,4.602083444595337,0.8691715498328879,6.05,2269,497,0.0,-1,0.0,-1.0,0.0
"""How to enable motion detection notifications for Nest Hello?""",0.0,0.6465013027191162,1.5467872930699382,5.5,183,32,0.0,-14,0.0,-14.0,0.0,0.0,3.4104385375976562,1.1728696928268671,5.95,1776,376,0.0,-17,0.0,-17.0,0.0
"""How to fix Nest Hello that wont sync with the app?""",0.0,0.6817421913146973,1.466830148906429,4.9,177,37,0.0,-21,0.0,-21.0,0.0,0.0,3.9399497509002686,1.0152413743565953,6.3,1951,411,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Hello if the motion sensor is not working?""",0.0,0.6677682399749756,1.4975255487433896,5.6,179,32,0.0,-7,0.0,-7.0,0.0,0.0,4.918859243392944,1.0164958484459685,5.95,2579,515,0.0,0,0.0,0.0,0.0
"""Why does Nest Hello take longer to respond to commands?""",0.0,0.6133933067321777,1.6302753698591572,5.25,95,19,0.0,-8,0.0,-8.0,0.0,0.0,3.7656795978546143,0.7966689470100631,5.7,2175,391,0.0,-9,0.0,-9.0,0.0
"""How to fix Nest Hello if it fails to send motion alerts?""",0.0,0.7191283702850342,1.3905723113184534,5.2,193,40,0.0,-21,0.0,-21.0,0.0,0.0,4.288204669952393,0.6995934734694973,5.550000000000001,2297,453,0.0,-21,0.0,-21.0,0.0
"""How to disable specific motion zones for Nest Hello?""",0.0,0.7172033786773682,0.0,5.65,196,39,0.0,-15,0.0,-15.0,0.0,0.0,2.250673532485962,0.8886228816087326,6.0,1253,231,0.0,-7,0.0,-7.0,0.0
"""Why is Eufy Video Doorbell battery draining quickly?""",0.0,0.6281423568725586,0.0,5.6,113,22,0.0,-10,0.0,-10.0,0.0,0.0,5.163448810577393,1.1620140375379413,5.85,2837,560,0.0,-7,0.0,-7.0,0.0
"""How to change Wi-Fi network for Eufy Video Doorbell?""",0.0,0.7172274589538574,1.3942578292533936,5.8,155,33,0.0,-21,0.0,-21.0,0.0,0.0,4.0207130908966064,0.9948484036468858,6.05,1906,426,0.0,-12,0.0,-12.0,0.0
"""Why does Eufy Video Doorbell have delayed notifications?""",0.0,0.6797435283660889,1.4711430977555875,5.699999999999999,185,31,0.0,-17,0.0,-17.0,0.0,0.0,3.7515034675598145,0.7996793887948822,6.0,1996,405,0.0,-10,0.0,-10.0,0.0
"""How to fix Eufy Video Doorbell that wont sync with the app?""",0.0,0.7314727306365967,1.3671049625169158,5.55,191,41,0.0,-27,0.0,-27.0,0.0,0.0,4.831513166427612,0.8278979818981819,6.25,2373,504,0.0,-13,0.0,-13.0,0.0
"""How to fix Eufy Video Doorbell if the motion sensor is not working?""",0.0,0.706545352935791,0.0,5.65,189,35,0.0,-15,0.0,-15.0,0.0,0.0,4.621622085571289,0.649122741854233,5.95,2373,488,0.0,-1,0.0,-1.0,0.0
"""How to fix Eufy Video Doorbell that has audio delay issues?""",0.0,0.7530257701873779,0.0,5.75,191,37,0.0,-11,0.0,-11.0,0.0,0.0,4.210570573806763,0.7124925107923851,6.0,2130,447,0.0,-22,0.0,-22.0,0.0
"""How to add family profiles to Samsung Family Hub Refrigerator?""",0.0,0.6423482894897461,1.5567878304672493,5.55,133,25,0.0,0,0.0,0.0,0.0,0.0,3.5248472690582275,0.5674004708103404,5.9,1800,369,0.0,0,0.0,-23.0,0.0
"""Why is Samsung Family Hub Refrigerators water dispenser leaking?""",0.0,0.6232154369354248,1.6045815631853593,5.6,150,27,0.0,-19,0.0,-19.0,0.0,0.0,4.085796594619751,0.7342509423860513,6.0,2210,435,0.0,-7,0.0,-7.0,0.0
"""How to reset LG ThinQ Washer/Dryer to factory settings?""",0.0,0.6836550235748291,1.4627260321630302,5.699999999999999,151,26,0.0,0,0.0,0.0,0.0,0.0,3.5614359378814697,1.1231424823492195,5.95,1762,374,0.0,-23,0.0,-23.0,0.0
"""How to update firmware on LG ThinQ Washer/Dryer?""",0.0,0.6966869831085205,0.0,5.6,175,35,0.0,-1,0.0,-1.0,0.0,0.0,3.0011508464813232,0.6664110210741017,6.050000000000001,1536,313,0.0,0,0.0,-23.0,0.0
"""How to connect LG ThinQ Washer/Dryer to Google Assistant?""",0.0,0.7414360046386719,1.3487340697586816,5.8,191,39,0.0,-3,0.0,-3.0,0.0,0.0,4.776274681091309,1.0468409657832511,5.9,2312,515,0.0,-15,0.0,-15.0,0.0
"""How to add family members to control LG ThinQ Washer/Dryer?""",0.0,0.733208179473877,1.3638691274823143,5.55,193,39,0.0,-23,0.0,-23.0,0.0,0.0,2.337080240249634,0.8557686490853286,6.1,1029,241,0.0,-10,0.0,-10.0,0.0
"""How to reset Apple Watch to factory settings?""",0.0,0.6662297248840332,1.5009837637850771,5.5,167,27,0.0,0,0.0,-25.0,0.0,0.0,2.1398568153381348,0.9346419749501539,6.0,969,221,0.0,0,0.0,-23.0,0.0
"""How to update the Apple Watch firmware?""",0.0,0.740731954574585,0.0,5.6,184,36,0.0,0,0.0,0.0,0.0,0.0,3.159367561340332,0.9495571318480562,5.9,1555,326,0.0,-15,0.0,-15.0,0.0
"""What if the Apple Watch screen is unresponsive?""",0.0,0.716846227645874,1.394999319844501,5.5,177,30,0.0,-21,0.0,-21.0,0.0,0.0,4.080904722213745,1.2252185092149575,5.95,2079,439,0.0,-8,0.0,-8.0,0.0
"""How to enable Fall Detection on Apple Watch?""",0.0,0.5712301731109619,0.0,5.449999999999999,104,21,0.0,-4,0.0,-4.0,0.0,0.0,2.7264771461486816,0.7335473186794561,6.25,1334,271,0.0,-19,0.0,-19.0,0.0
"""How to fix Apple Watch that wont turn on?""",0.0,0.8755385875701904,1.1421541142741722,5.699999999999999,236,44,0.0,-7,0.0,-7.0,0.0,0.0,4.111676454544067,1.2160489900594944,6.0,2217,426,0.0,-8,0.0,-8.0,0.0
"""How to enable always-on display on Apple Watch?""",0.0,0.7027173042297363,1.423047353437827,5.55,171,33,0.0,0,0.0,0.0,0.0,0.0,2.5892484188079834,1.1586373784028996,6.2,1157,271,0.0,-20,0.0,-20.0,0.0
"""How to use Siri on Apple Watch?""",0.0,0.7226452827453613,0.0,5.5,191,37,0.0,0,0.0,-26.0,0.0,0.0,3.573256254196167,1.119427131850007,6.2,1607,365,0.0,-21,0.0,-21.0,0.0
"""How to enable sleep tracking on Apple Watch?""",0.0,0.6829233169555664,0.0,5.65,140,28,0.0,-2,0.0,-2.0,0.0,0.0,3.9623167514801025,0.7571328059222399,5.95,1889,410,0.0,-6,0.0,-6.0,0.0
"""How to fix Samsung Galaxy Watch that wont connect to a phone?""",0.0,0.7331259250640869,1.3640221492803908,5.45,193,37,0.0,-27,0.0,-27.0,0.0,0.0,4.828038215637207,0.8284938563751598,5.95,2432,491,0.0,-14,0.0,-14.0,0.0
"""What if the Samsung Galaxy Watch screen is unresponsive?""",0.0,0.6639935970306396,1.5060386191539523,5.5,164,29,0.0,-17,0.0,-17.0,0.0,0.0,4.1856606006622314,0.955643656193017,6.15,2169,444,0.0,-13,0.0,-13.0,0.0
"""How to fix Samsung Galaxy Watch that wont charge?""",0.0,0.7640824317932129,1.3087593149500982,5.4,211,35,0.0,-21,0.0,-21.0,0.0,0.0,4.260995388031006,0.7040608418462535,6.1,2268,458,0.0,0,0.0,0.0,0.0
"""How to share activity data with friends on Samsung Galaxy Watch?""",0.0,0.5862729549407959,1.7056901424014594,5.7,139,24,0.0,0,0.0,0.0,0.0,0.0,3.0592634677886963,1.3075042545753388,5.9,1600,312,0.0,0,0.0,-23.0,0.0
"""How to reset Fitbit Versa to factory settings?""",0.0,0.8089430332183838,0.0,5.55,206,41,0.0,0,0.0,-26.0,0.0,0.0,2.6298651695251465,1.1407428923602272,6.1,1167,264,0.0,0,0.0,0.0,0.0
"""How to share activity data with friends on Fitbit Versa?""",0.0,0.7001535892486572,1.428258049887374,5.65,163,30,0.0,-4,0.0,-4.0,0.0,0.0,2.9633684158325195,1.012361468109261,5.949999999999999,1380,309,0.0,0,0.0,0.0,0.0
"""How to manage notifications on Fitbit Versa?""",0.0,0.7268571853637695,1.3757860830686617,5.800000000000001,213,42,0.0,-17,0.0,-17.0,0.0,0.0,4.267409563064575,0.9373367943451123,6.0,2101,497,0.0,-4,0.0,-4.0,0.0
"""How to enable swim tracking on Fitbit Versa?""",0.0,0.5501410961151123,1.8177155043743385,5.55,58,15,0.0,-2,0.0,-2.0,0.0,0.0,1.1584339141845703,0.0,5.9,478,111,0.0,-21,0.0,-21.0,0.0
"""What if the Fitbit Charge screen is unresponsive?""",0.0,0.5627226829528809,0.0,5.55,131,24,0.0,-5,0.0,-5.0,0.0,0.0,3.029623508453369,0.9902220495812106,5.95,1496,325,0.0,-21,0.0,-21.0,0.0
"""How to use Fitbit Charge to find your phone?""",0.0,0.8713779449462891,0.0,5.5,224,42,0.0,-22,0.0,-22.0,0.0,0.0,2.684495449066162,0.7450189571737774,6.050000000000001,1273,273,0.0,-9,0.0,-9.0,0.0
"""How to set reminders to move on Fitbit Charge?""",0.0,0.6959643363952637,1.43685523482628,5.65,167,35,0.0,-1,0.0,-1.0,0.0,0.0,2.7904183864593506,1.0751075948174937,5.95,1301,302,0.0,-23,0.0,-23.0,0.0
"""How to track workouts using Xiaomi Mi Band?""",0.0,0.854938268661499,1.1696750942820047,5.65,228,46,0.0,0,0.0,0.0,0.0,0.0,4.430480241775513,0.6771274977622841,5.95,2214,464,0.0,0,0.0,0.0,0.0
"""How to fix Xiaomi Mi Band that wont turn on?""",0.0,0.6967613697052002,1.435211599664589,5.75,162,33,0.0,-5,0.0,-5.0,0.0,0.0,4.677959442138672,0.6413052607887879,6.15,2265,485,0.0,-21,0.0,-21.0,0.0
"""How to enable GPS tracking on Xiaomi Mi Band?""",0.25,0.8719120025634766,1.14690473013546,5.55,222,48,0.0,-21,0.0,-21.0,0.0,0.0,1.6452999114990234,1.2155838495002746,5.95,757,157,0.0,-16,0.0,-16.0,0.0
"""How to update firmware on Withings Body+ Smart Scale?""",0.0,0.7788472175598145,1.283948863722161,5.7,195,38,0.0,-15,0.0,-15.0,0.0,0.0,3.7443037033081055,1.0682894115844852,6.0,1854,393,0.0,-22,0.0,-22.0,0.0
"""How to replace batteries on Withings Body+ Smart Scale?""",0.0,0.6885311603546143,1.4523670932872559,6.05,176,30,0.0,-13,0.0,-13.0,0.0,0.0,3.002871513366699,0.9990437441784995,6.1,1556,311,-0.0625,-4,0.0,-4.0,0.0
"""How to troubleshoot Withings Body+ Smart Scale showing inconsistent measurements?""",0.0,0.7065091133117676,2.83081981862042,5.75,174,35,0.0,-16,0.0,-16.0,0.0,0.0,4.356813430786133,0.9181022009652968,5.95,2414,469,0.0,-8,0.0,-8.0,0.0
"""How to update personal information on Withings Body+ Smart Scale?""",0.0,0.6261475086212158,1.5970677615584583,5.550000000000001,143,26,0.0,-21,0.0,-21.0,0.0,0.0,1.7584986686706543,0.5686669076383466,5.95,884,170,0.0,-23,0.0,-23.0,0.0
"""How to reset Kinsa Smart Thermometer to factory settings?""",0.0,0.589496374130249,0.0,5.449999999999999,102,23,0.0,-10,0.0,-10.0,0.0,0.0,2.1378800868988037,0.935506164379579,6.15,1069,223,0.0,-21,0.0,-21.0,0.0
"""How to fix Oura Ring showing incorrect readings?""",0.0,0.6016185283660889,0.0,5.4,116,21,0.0,-11,0.0,-11.0,0.0,0.0,4.115226984024048,0.9719998472816319,6.15,2124,424,0.0,-17,0.0,-17.0,0.0
"""How to change temperature units on Oura Ring?""",0.0,0.5695672035217285,0.0,5.75,131,23,0.0,-10,0.0,-10.0,0.0,0.0,1.5325942039489746,0.6524884391591917,6.0,759,146,0.0,-21,0.0,-21.0,0.0
"""How to view historical health data on Oura Ring?""",0.0,0.7876954078674316,1.2695262534365181,5.75,190,40,0.0,-10,0.0,-10.0,0.0,0.0,2.325559139251709,1.29001234557558,5.25,1112,228,0.0,-4,0.0,-4.0,0.0
"""How to delete data from Oura Ring?""",0.0,0.6809182167053223,1.4686051503184496,5.6,153,31,0.0,0,0.0,-25.0,0.0,0.0,1.8384435176849365,0.543938386129122,6.1,903,176,0.0,-21,0.0,-21.0,0.0
"""How to enable bedtime reminders on Oura Ring?""",0.0,0.6864609718322754,1.4567470563276885,5.7,160,34,0.0,-23,0.0,-23.0,0.0,0.0,2.8901450634002686,1.3840135744930038,5.85,1370,313,0.0,0,0.0,0.0,0.0
"""How to enable readiness notifications on Oura Ring?""",0.0,0.5844681262969971,1.7109572875044745,5.3,86,20,0.0,-26,0.0,-26.0,0.0,0.0,2.3863296508789062,0.8381071740295417,6.25,1117,242,0.0,0,0.0,-22.0,0.0
"""How to reset Arlo Ultra to factory settings?""",0.0,0.7504019737243652,1.3326190961875706,5.55,185,35,0.0,-12,0.0,-12.0,0.0,0.0,3.6333847045898438,0.8256763992567008,6.2,1795,374,0.0,0,0.0,0.0,0.0
"""How to change video resolution on Arlo Ultra?""",0.0,0.8172659873962402,0.0,5.85,173,41,0.0,-3,0.0,-3.0,0.0,0.0,3.87680983543396,0.7738321267605589,6.05,1806,383,0.0,-9,0.0,-9.0,0.0
"""How to add a new user to Arlo Ultra?""",0.0,0.6532232761383057,1.5308701274560255,5.55,138,25,0.0,-5,0.0,-5.0,0.0,0.0,3.478611707687378,1.1498840158446895,6.0,1604,367,0.0,-2,0.0,-2.0,0.0
