question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""How to update the Apple Watch firmware?""",0.0,0.7173097133636475,1.3940979487226466,3.0,29.0,0.0,0.0,5.655437707901001,0.8841048665454139,3.65,30.5,0.0
"""What if the Apple Watch screen is unresponsive?""",0.0,0.7055253982543945,1.417383417345605,2.9000000000000004,40.0,0.0,0.0,5.457021951675415,1.6492511995917003,3.25,41.0,0.0
"""How to enable Fall Detection on Apple Watch?""",0.0,0.751368522644043,1.3309048354595971,3.3,35.0,0.0,0.0,5.163942575454712,1.1619029283009552,3.45,20.499999999999996,0.0
"""How to fix Apple Watch that wont turn on?""",0.0,0.9370458126068115,1.0671836814680233,3.0,33.5,0.0,0.0,6.887692451477051,0.7259325289600405,4.0,32.0,0.0
"""How to enable always-on display on Apple Watch?""",0.0,0.7406928539276123,1.3500872793580647,3.2,15.000000000000002,0.0,0.0,4.587221622467041,1.5259781576096312,3.2,32.0,0.0
"""How to use Siri on Apple Watch?""",0.0,0.79264235496521,1.2616030341237336,3.35,36.5,0.0,0.0,5.809534072875977,0.8606542172362324,3.5999999999999996,27.0,0.0
"""How to enable sleep tracking on Apple Watch?""",0.0,0.6851530075073242,1.4595280018359995,3.25,27.0,0.0,0.0,4.6633522510528564,1.2866280900492069,3.25,31.5,0.0
"""How to fix Samsung Galaxy Watch that wont connect to a phone?""",0.0,0.7723572254180908,1.294737677190464,3.1,32.0,0.0,0.0,5.08303165435791,0.7869319477028686,3.2,32.0,0.0
"""What if the Samsung Galaxy Watch screen is unresponsive?""",0.0,0.6576652526855469,0.0,3.15,28.0,0.0,0.0,5.465129613876343,1.0978696616388368,3.75,31.0,0.0
"""How to fix Samsung Galaxy Watch that wont charge?""",0.0,0.7336428165435791,2.726122242190103,3.05,40.0,0.0,0.0,6.165105581283569,0.9732193424574231,3.5,26.5,0.0
"""How to share activity data with friends on Samsung Galaxy Watch?""",0.0,0.6255528926849365,1.598585845725993,3.05,31.5,0.0,0.0,5.3273701667785645,0.9385493861830128,3.2,40.0,0.0
"""How to reset Fitbit Versa to factory settings?""",0.0,0.8173205852508545,1.2235101110198607,3.3,28.5,0.0,0.0,4.586388111114502,0.8721459900669409,3.2,35.0,0.0
"""How to share activity data with friends on Fitbit Versa?""",0.0,0.7044215202331543,1.4196045567547448,3.05,28.0,0.0,0.0,5.098741292953491,0.9806341825792068,3.7,31.5,0.0
"""How to manage notifications on Fitbit Versa?""",0.0,0.7757141590118408,1.289134648867259,3.5,17.5,0.0,0.0,6.065682411193848,1.3188952961395268,3.65,32.0,0.0
"""How to enable swim tracking on Fitbit Versa?""",0.0,0.5444483757019043,0.0,3.15,33.0,0.0,0.0,4.847391843795776,0.8251860235149473,3.15,35.5,0.0
"""What if the Fitbit Charge screen is unresponsive?""",0.0,0.6046888828277588,1.6537429881719448,2.7,31.5,0.0,0.0,4.776872873306274,0.8373678986420372,3.5,40.5,0.0
"""How to use Fitbit Charge to find your phone?""",0.0,0.8551161289215088,1.1694318071899248,3.05,32.0,0.0,0.0,3.402327299118042,0.587832922634888,4.199999999999999,32.0,0.0
"""How to set reminders to move on Fitbit Charge?""",0.0,0.7339084148406982,2.7251356702780427,3.0,34.5,0.0,0.0,4.602602481842041,1.3036102995359058,3.55,37.0,0.0
"""How to track workouts using Xiaomi Mi Band?""",0.0,0.8737390041351318,2.289013069731615,3.35,32.0,0.0,0.0,5.9281089305877686,1.1808150089616944,3.65,31.0,0.0
"""How to fix Xiaomi Mi Band that wont turn on?""",0.0,0.7433123588562012,1.345329440691497,3.45,17.5,0.0,0.0,4.846574068069458,1.4443192039751613,3.3499999999999996,31.5,0.0
"""How to enable GPS tracking on Xiaomi Mi Band?""",0.0,0.9245600700378418,1.081595487849871,2.95,29.5,0.0,0.0,3.254518985748291,1.536325343897202,3.4,31.0,0.0
"""How to update firmware on Withings Body+ Smart Scale?""",0.0,0.8304653167724609,1.2041442066304622,3.05,23.500000000000004,0.0,0.0,5.465415954589844,0.7318747618180563,3.5999999999999996,29.5,0.0
"""How to replace batteries on Withings Body+ Smart Scale?""",0.0,0.7226488590240479,1.383797936593453,3.3,29.5,0.0,0.0,4.371205568313599,1.3726190421001947,3.15,39.5,0.0
"""How to troubleshoot Withings Body+ Smart Scale showing inconsistent measurements?""",0.0,0.7199087142944336,1.3890650024693312,2.9000000000000004,30.0,0.0,0.0,5.351316213607788,1.6818292249513842,3.45,32.0,0.0
"""How to update personal information on Withings Body+ Smart Scale?""",0.0,0.6657507419586182,1.5020636658355366,3.45,38.5,0.0,0.0,3.907409429550171,0.7677721145146236,3.65,34.0,0.0
"""How to reset Kinsa Smart Thermometer to factory settings?""",0.0,0.6899688243865967,0.0,3.2,30.5,0.0,0.0,3.5218052864074707,1.1357811334541303,3.5,34.5,0.0
"""How to fix Oura Ring showing incorrect readings?""",0.0,0.5969936847686768,3.3501191905840404,3.4,29.0,0.0,0.0,6.346167325973511,0.9454525372256584,3.3,25.5,0.0
"""How to change temperature units on Oura Ring?""",0.0,0.6355409622192383,1.5734627025613643,3.2,26.0,0.0,0.0,3.2931008338928223,1.2146606501779436,3.4,19.5,0.0
"""How to view historical health data on Oura Ring?""",0.0,0.8267719745635986,1.2095233398869478,2.9,34.0,0.0,0.0,5.924912929534912,1.181451961109278,3.5999999999999996,30.5,0.0
"""How to delete data from Oura Ring?""",0.0,0.6947526931762695,1.439361099022577,3.0,30.0,0.0,0.0,4.51747989654541,1.1068117876569405,3.2,31.0,0.0
"""How to enable bedtime reminders on Oura Ring?""",0.0,0.7256922721862793,1.377994555444046,3.15,15.000000000000004,0.0,0.0,4.607283353805542,1.0852382230560655,3.2,32.0,0.0
"""How to enable readiness notifications on Oura Ring?""",0.0,0.5981886386871338,0.0,3.0999999999999996,32.0,0.0,0.0,3.2943716049194336,1.2141921069344177,3.3499999999999996,31.0,0.0
"""How to reset Arlo Ultra to factory settings?""",0.0,0.7849998474121094,1.273885597934531,3.3,27.5,0.0,0.0,4.603459358215332,0.8689117658573016,3.25,32.0,0.0
"""How to change video resolution on Arlo Ultra?""",0.0,0.845548152923584,1.1826647560453096,3.25,28.5,0.0,0.0,4.052399396896362,0.9870695378802326,3.4,8.5,0.0
"""How to add a new user to Arlo Ultra?""",0.0,0.7074859142303467,0.0,3.0999999999999996,25.5,0.0,0.0,6.2875752449035645,1.272350578465726,3.5999999999999996,32.0,0.0
"""How to view recorded footage on Arlo Ultra?""",0.0,0.7914986610412598,1.263426016016727,3.0,33.5,0.0,0.0,5.345025300979614,1.309628973826898,3.65,40.5,0.0
"""How to delete recordings from Arlo Ultra?""",0.0,0.6996738910675049,2.85847453439797,2.9,28.0,0.0,0.0,5.477756977081299,1.6430082673719437,3.2,31.5,0.0
"""How to use Arlo Ultra in low power mode?""",0.0,0.7291250228881836,1.3715069001992646,3.2,21.5,0.0,0.0,4.296985149383545,1.163606534855166,3.7,18.499999999999996,0.0
"""How to share Arlo Ultra footage with the police?""",0.0,0.6987013816833496,0.0,3.0,15.5,0.0,0.0,5.572842121124268,1.6149748735719176,3.75,25.5,0.0
"""What if Blink Outdoor camera is not recording at night?""",0.0,0.7902977466583252,0.0,3.25,36.0,0.0,0.0,5.1556737422943115,0.7758442833931489,3.4,16.500000000000004,0.0
"""How to set activity zones on Blink Outdoor?""",0.0,0.5408456325531006,0.0,2.95,24.5,0.0,0.0,4.660831451416016,1.0727699665007362,3.3,32.5,0.0
"""In case of frequent false alerts, how to adjust Blink Outdoor settings?""",0.0,0.941514253616333,2.124237622870894,3.15,19.0,0.0,0.0,6.043317556381226,1.6547202603045188,3.65,28.5,0.0
"""How to update firmware on Logitech Circle?""",0.0,0.7590405941009521,1.3174525944604365,3.1,38.0,0.0,0.0,5.906544208526611,1.5237336219393565,3.25,30.5,0.0
"""Why does Logitech Circle keep disconnecting from Wi-Fi?""",0.0,1.107342004776001,0.9030633676732744,3.1500000000000004,28.5,0.0,0.0,6.776370525360107,1.7708594822394508,3.15,12.0,0.0
"""How to enable 2-way audio on Logitech Circle?""",0.0,0.7810869216918945,1.2802672432832614,3.45,32.0,0.0,0.0,5.36686635017395,1.3042992955791481,3.65,17.5,0.0
"""What if Logitech Circle is recording too frequently?""",0.0,0.7781972885131836,1.2850211826228297,3.25,32.5,0.0,0.0,4.7942116260528564,0.8343394726807007,3.45,26.499999999999996,0.0
"""How to activate privacy mode on Logitech Circle?""",0.0,0.7638552188873291,1.3091486125548006,3.5500000000000003,32.0,0.0,0.0,4.1936938762664795,1.669172859663431,3.65,34.0,0.0
"""How to fix Logitech Circle if the LED indicator is solid red?""",0.0,0.8209950923919678,0.0,3.0,29.0,0.0,0.0,4.875313997268677,0.6153449812013789,3.45,31.0,0.0
"""How to recalibrate motion detection on SimpliSafe camera?""",0.0,0.6977698802947998,0.0,3.4,39.0,0.0,0.0,5.574548959732056,1.435093683415125,3.7,37.0,0.0
"""How to connect SimpliSafe to Amazon Alexa?""",0.0,0.790755033493042,1.2646141442587349,3.0,23.5,0.0,0.0,6.63559103012085,1.205619810456301,3.65,33.5,0.0
"""How to fix SimpliSafe showing poor night vision?""",0.0,0.8887102603912354,1.1252261221353566,3.15,29.0,0.0,0.0,6.101471185684204,0.8194744919440323,3.5999999999999996,37.5,0.0
"""How to update firmware on Ring Alarm Security Kit?""",0.0,0.6672921180725098,2.9971881067248805,3.35,38.0,0.0,0.0,6.013802766799927,1.6628413647363542,3.25,34.5,0.0
"""How to fix Ring Alarm showing poor night vision on cameras?""",0.0,0.7582674026489258,2.6375919537261088,3.1500000000000004,31.0,0.0,0.0,5.79677939414978,1.3800766694824411,3.7,31.5,0.0
"""How to extend battery life of Ring Alarm sensors?""",0.0,0.6877083778381348,1.4541047226190102,2.95,32.0,0.0,0.0,5.66630220413208,1.7648193900971074,3.75,31.0,0.0
"""How to delete ADT Smart Home event history?""",0.0,0.6809883117675781,1.4684539847773972,3.15,28.0,0.0,0.0,5.019267320632935,1.1953935936691213,3.2,27.000000000000004,0.0
"""What if the ADT Control app is crashing frequently?""",0.0,0.5647246837615967,0.0,2.95,15.999999999999998,0.0,0.0,5.624021053314209,1.2446610589893523,3.65,32.0,0.0
"""Why is ADT Smart Home camera not recording audio?""",0.0,0.7458837032318115,0.0,2.9000000000000004,39.5,0.0,0.0,4.58308744430542,1.7455481915231603,3.4,19.5,0.0
"""How to silence an alarm on Nest Protect?""",0.0,0.6123402118682861,0.0,3.3499999999999996,38.5,0.0,0.0,4.703523635864258,1.2756393853855368,3.5,21.5,0.0
"""How to replace Nest Protect if its faulty?""",0.0,0.5690007209777832,3.5149340348159113,3.0,33.0,0.0,0.0,5.847810745239258,1.7100416609997033,3.2,25.5,0.0
"""How to check the manufacturing date of Nest Protect?""",0.0,0.5521707534790039,1.8110339848703292,3.3,33.5,0.0,0.0,2.108548164367676,0.9485199502660515,3.3,39.5,0.0
"""How to silence Nest Protect during cooking?""",0.0,0.7578845024108887,1.3194622621494618,3.0,37.5,0.0,0.0,3.972670078277588,0.7551596132801017,3.9499999999999997,25.5,0.0
"""How to replace batteries in First Alert Onelink?""",0.0,0.7298338413238525,1.3701748855399483,3.25,28.0,0.0,0.0,5.117934465408325,0.781565302767411,3.9,38.5,0.0
"""How to silence an alarm on First Alert Onelink?""",0.0,0.8360791206359863,1.1960590514907408,3.3499999999999996,23.0,0.0,0.0,4.231378793716431,1.6543071044350113,3.3,32.0,0.0
"""How to change Wi-Fi network on First Alert Onelink?""",0.0,0.7836792469024658,1.2760322593097164,2.9000000000000004,10.5,0.0,0.0,6.280802011489868,1.751368691431185,3.4,32.0,0.0
"""How to enable Nightly Promise on First Alert Onelink?""",0.0,0.6822350025177002,1.4657705868340376,2.95,30.0,0.0,0.0,2.700111150741577,0.3703551239823752,3.25,30.5,0.0
"""How to fix First Alert Onelink if it wont turn on?""",0.0,0.6931946277618408,1.4425962925128988,3.2,29.5,0.0,0.0,6.350006580352783,1.732281669444951,3.7,40.5,0.0
"""How to troubleshoot First Alert Onelink if the alarm is too quiet?""",0.0,0.7856037616729736,1.2729063285954665,3.4,19.0,0.0,0.0,6.084813356399536,0.9860614695255839,3.3499999999999996,39.5,0.0
"""How to silence an alarm on Kidde Smart Smoke Alarm?""",0.0,0.6284925937652588,3.1822172923571133,3.45,24.0,0.0,0.0,3.8645999431610107,1.5525539740838392,3.7,32.0,0.0
"""How to check sensor status on Kidde Smart Smoke Alarm?""",0.0,0.819058895111084,0.0,2.9000000000000004,32.0,0.0,0.0,5.0941736698150635,0.7852107641521413,3.65,37.0,0.0
"""How to enable Nightly Promise on Kidde Smart Smoke Alarm?""",0.0,0.8292615413665771,1.2058921704652887,3.0,30.0,0.0,0.0,3.596214532852173,0.5561403475044674,3.75,28.0,0.0
"""How to update firmware on Samsung SmartThings Hub?""",0.0,0.7282860279083252,0.0,3.25,19.5,0.0,0.0,6.679208040237427,1.646901838321677,3.2,32.0,0.0
"""What if Samsung SmartThings Hub is not responsive?""",0.0,0.847588062286377,0.0,3.7,29.5,0.0,0.0,5.579673767089844,1.4337755815018447,3.75,25.0,0.0
"""How to test Samsung SmartThings Hub connectivity?""",0.0,0.7667481899261475,1.3042091434193694,3.05,35.0,0.0,0.0,5.9310619831085205,0.8430193469971415,3.2,41.0,0.0
"""How to troubleshoot connectivity issues with Samsung SmartThings Hub?""",0.0,0.7266933917999268,1.376096179328421,3.15,28.0,0.0,0.0,6.351556301116943,0.6297669122913687,3.5999999999999996,32.5,0.0
"""How to enable SmartThings Energy feature on Samsung SmartThings Hub?""",0.0,0.7482128143310547,1.3365181414236376,3.5,13.0,0.0,0.0,5.416347980499268,0.9231312349214439,3.3,32.0,0.0
"""What if Amazon Echo is giving incorrect responses?""",0.0,0.577765941619873,1.7308046874453153,3.0,36.5,0.0,0.0,4.999248266220093,0.8001202954906629,3.5,32.0,0.0
"""How to create an automation with Apple HomeKit?""",0.0,0.7251496315002441,1.3790257300830662,3.45,28.0,0.0,0.0,7.217914342880249,1.5239859435087841,3.3,31.0,0.0
"""What if an Apple HomeKit device is not responding?""",0.0,0.6364951133728027,1.5711039707797736,2.8499999999999996,30.5,0.0,0.0,5.916524410247803,1.5211633344087285,3.65,33.0,0.0
"""How to troubleshoot connectivity issues with Apple HomeKit?""",0.0,0.7658383846282959,1.3057585256508737,2.9,37.0,0.0,0.0,6.368642330169678,0.9421160255109461,3.2,20.0,0.0
"""How to fix Apple HomeKit if an accessory is showing?""",0.0,0.6636507511138916,1.506816647647128,2.95,32.5,0.0,0.0,6.161228179931641,0.8115265096471709,3.3,26.5,0.0
"""How to fix Apple HomeKit if automations are not running?""",0.0,0.6498229503631592,0.0,2.75,19.999999999999996,0.0,0.0,6.258531332015991,1.4380370605414625,3.3499999999999996,31.5,0.0
"""How to reset Home Hub in Apple HomeKit?""",0.0,0.8123049736022949,1.23106472629908,2.9000000000000004,26.5,0.0,0.0,5.6861045360565186,0.879336629901072,3.25,16.0,0.0
"""How to fix Apple HomeKit if the app crashes frequently?""",0.0,0.6638164520263672,1.5064405182283278,2.95,23.5,0.0,0.0,5.2771008014678955,0.9474899548268814,3.7,23.0,0.0
"""How to reset Wi-Fi settings on Logitech Harmony Hub?""",0.0,0.6886460781097412,1.452124729649201,3.25,19.0,0.0,0.0,4.1775994300842285,1.675603445747216,3.6,32.0,0.0
"""How to enable push notifications on Logitech Harmony Hub?""",0.0,0.6286890506744385,1.590611446034126,3.4,22.999999999999996,0.0,0.0,4.063327074050903,1.4766224551097118,3.65,32.0,0.0
"""How to troubleshoot connectivity issues with Logitech Harmony Hub?""",0.0,0.817927360534668,1.2226024562198337,3.45,35.0,0.0,0.0,5.601330995559692,1.249702973373615,3.8499999999999996,33.0,0.0
"""How to clean Logitech Harmony Hub?""",0.0,0.6514546871185303,0.0,3.2,32.0,0.0,0.0,4.723295450210571,0.8468663546805819,3.2,19.0,0.0
"""How to silence alerts on Logitech Harmony Hub?""",0.0,0.6069729328155518,1.6475199237686846,2.95,33.5,0.0,0.0,4.326557636260986,1.3867837908162042,3.85,31.0,0.0
"""What if BroadLink RM Pro+ is not responding?""",0.0,0.8063769340515137,1.2401148368353596,2.85,31.0,0.0,0.0,5.031208276748657,1.391315885758636,3.95,19.5,0.0
"""How to troubleshoot connectivity issues with BroadLink RM Pro+?""",0.0,0.83803391456604,2.3865382596541624,3.15,30.5,0.0,0.0,6.538363218307495,0.9176608578734438,3.2,14.5,0.0
"""How to clean BroadLink RM Pro+?""",0.0,0.6926538944244385,2.8874449650789638,2.95,17.000000000000004,0.0,0.0,5.553495645523071,0.7202670633628369,3.2,27.5,0.0
"""How to link BroadLink RM Pro+ to Amazon Alexa?""",0.0,0.7897148132324219,1.266279906674081,3.6,34.0,0.0,0.0,6.799525499343872,0.8824145156274807,3.7,28.0,0.0
"""How to update personal information in BroadLink account?""",0.0,0.6302945613861084,1.5865597789705606,2.8,34.0,0.0,0.0,3.893965005874634,0.7704229481965454,3.45,32.0,0.0
"""How to fix BroadLink RM Pro+ if the LED indicator is blinking red?""",0.0,0.6145620346069336,1.6271750347245588,3.05,32.0,0.0,0.0,5.051114082336426,0.9898806319747451,3.75,32.0,0.0
"""How to connect Caavo Control Center to Wi-Fi?""",0.0,0.9092440605163574,0.0,3.3,29.5,0.0,0.0,5.24993371963501,1.5238287618907334,3.9,32.0,0.0
"""How to deactivate Caavo Control Center during a move?""",0.0,0.6207044124603271,1.6110728068378382,2.9,27.5,0.0,0.0,5.423056125640869,1.1063872217053956,3.65,23.500000000000004,0.0
"""How to set up Caavo Control Center after a power outage?""",0.0,0.7766609191894531,1.2875631762735285,3.75,32.0,0.0,0.0,5.179466962814331,1.5445604842036382,3.25,4.0,0.0
"""How to silence alerts on Caavo Control Center?""",0.0,0.6576964855194092,3.040916355852144,2.95,15.0,0.0,0.0,4.928307771682739,0.8116376219407359,3.55,37.0,0.0
"""How to troubleshoot connectivity issues with Withings Body Cardio?""",0.0,1.2355124950408936,1.6187614516475015,3.45,26.5,0.0,0.0,5.64011287689209,1.77301416093463,3.2,31.5,0.0
"""How to change Wi-Fi network on Withings Body Cardio?""",0.0,0.8056390285491943,2.482501379806821,3.4000000000000004,32.0,0.0,0.0,5.026973009109497,0.994634343756988,3.5999999999999996,29.5,0.0
"""How to fix Withings Body Cardio if heart rate is not being measured?""",0.0,0.7905805110931396,1.2648933106337084,3.5,34.5,0.0,0.0,5.446150064468384,1.2853116269545966,3.7,42.5,0.0
"""What if the Eufy Smart Scale doesnt detect multiple users accurately?""",0.0,0.9593749046325684,1.0423453804901468,2.95,34.5,0.0,0.0,5.963216066360474,1.0061684723862074,3.65,40.5,0.0
"""In case of inconsistent body composition readings on the Eufy Smart Scale, what should I do?""",0.0,0.9058215618133545,2.2079403762450127,3.3,28.0,0.0,0.0,5.507742881774902,0.9078128931086338,3.4,19.0,0.0
"""How to reset Fitbit Aria to factory settings?""",0.0,0.694469690322876,0.0,2.95,19.0,0.0,0.0,4.422654867172241,0.9044341283987022,3.25,32.0,0.0
"""Why is Fitbit Aria showing no readings on the app?""",0.0,0.8239841461181641,1.2136155831553184,3.0,28.5,0.0,0.0,5.18565034866333,0.7713593727024532,3.55,6.500000000000002,0.0
"""What if Fitbit Aria is stuck on a firmware update?""",0.0,0.7838919162750244,1.2756860725787171,3.25,32.0,0.0,0.0,5.604232311248779,1.427492572701221,3.3,37.5,0.0
"""In case of problems with weight history on Fitbit Aria, what should I do?""",0.0,0.742805004119873,1.3462483349637095,3.2,28.0,0.0,0.0,5.773009300231934,1.7321988377189204,3.4,33.5,0.0
"""Why is Fitbit Aria not showing heart rate?""",0.0,0.6072344779968262,1.6468103117279838,3.05,28.5,0.0,0.0,6.216439962387085,1.2869102007586775,3.3499999999999996,27.500000000000004,0.0
"""How to reset Sleep Number 360 Smart Bed to factory settings?""",0.0,0.830956220626831,1.203432834577905,2.8,33.5,0.0,0.0,4.953502416610718,1.0093868094690084,3.3,13.5,0.0
"""In case of a power outage, how to reset Sleep Number 360 Smart Bed?""",0.0,0.68404221534729,1.4618980781637692,3.0,21.0,0.0,0.0,5.319761037826538,1.1278702102102376,3.25,21.0,0.0
"""Why is Sleep Number 360 Smart Bed showing low responsiveness in the app?""",0.0,0.7143068313598633,2.799917223515975,3.3,29.0,0.0,0.0,5.830406665802002,1.0290877367427846,3.25,10.5,0.0
"""Why is Sleep Number 360 Smart Bed showing offline in the app?""",0.0,0.6997299194335938,1.429122826148976,3.3499999999999996,31.5,0.0,0.0,5.603189468383789,0.8923489073879095,3.3499999999999996,33.5,0.0
"""Why is Sleep Number 360 Smart Bed not recording partners sleep data?""",0.0,0.6852626800537109,1.459294412356894,3.0,28.0,0.0,0.0,5.834464073181152,1.0283720877775187,3.95,31.0,0.0
"""How to activate anti-snore feature on Sleep Number 360 Smart Bed?""",0.0,0.759631872177124,1.3164271229603168,2.9,5.5,0.0,0.0,3.881518840789795,1.5457866485012222,3.75,32.0,0.0
"""How to clean the SleepIQ sensor on Sleep Number 360 Smart Bed?""",0.0,0.6453993320465088,1.5494283156881676,2.85,29.0,0.0,0.0,5.237309455871582,0.5728132021372567,3.8,34.5,0.0
"""How to adjust ResMed S+ sensitivity?""",0.0,0.6986613273620605,0.0,2.95,35.5,0.0,0.0,5.799960374832153,1.7241497102967402,3.3499999999999996,35.5,0.0
"""What if ResMed S+ is giving incorrect sleep scores?""",0.0,0.6461899280548096,1.547532631790372,3.4,28.0,0.0,0.0,5.5573484897613525,1.0796515660398838,3.3499999999999996,37.5,0.0
"""Why is ResMed S+ showing inaccurate breathing patterns?""",0.0,0.674616813659668,1.4823229717241713,3.3,28.0,0.0,0.0,4.7847864627838135,0.6269872278176231,3.55,27.0,0.0
"""How to deactivate notifications from ResMed S+?""",0.0,0.6706860065460205,1.4910106819610758,3.05,23.0,0.0,0.0,4.071048736572266,1.473821707438835,3.3,32.0,0.0
"""How to connect Withings Sleep Analyzer to Wi-Fi?""",0.0,0.9922163486480713,1.007844711855904,2.95,30.5,0.0,0.0,5.16827654838562,1.5479047851067793,3.5999999999999996,38.0,0.0
"""How to deactivate Withings Sleep Analyzer temporarily?""",0.0,0.7701253890991211,1.2984898487360255,3.5999999999999996,19.5,0.0,0.0,3.4277803897857666,1.4586698771314968,3.65,32.0,0.0
"""How to link Withings Sleep Analyzer to Apple Health?""",0.0,0.7610204219818115,2.628050367942456,3.3,14.0,0.0,0.0,6.183027505874634,1.2938645335793844,3.15,31.5,0.0
"""What if Withings Sleep Analyzer data is inconsistent?""",0.0,0.7262663841247559,1.3769052538561863,3.3,38.0,0.0,0.0,5.197503089904785,1.731600702167893,3.2,30.5,0.0
"""How to fix Withings Sleep Analyzer if it fails to power on?""",0.0,0.7105898857116699,0.0,2.9000000000000004,23.0,0.0,0.0,4.9871907234191895,1.6041094964414149,3.45,31.5,0.0
"""What if Withings Sleep Analyzer is not detecting snoring?""",0.0,0.7252049446105957,1.3789205485023934,3.55,36.0,0.0,0.0,5.473151206970215,1.0962605952418192,3.75,28.0,0.0
"""What if Omron Evolv is not turning on?""",0.0,0.7207016944885254,1.387536629439483,3.35,39.0,0.0,0.0,6.072498798370361,0.988061125941691,3.15,30.5,0.0
"""How to set a measurement reminder in the Omron Connect app?""",0.0,0.6276378631591797,1.593275451816258,2.9000000000000004,32.0,0.0,0.0,3.915756940841675,1.532270794803718,3.8,32.5,0.0
"""How to activate measurement history on Omron Connect for Omron Evolv?""",0.0,0.6960563659667969,1.4366652600183132,3.15,36.5,0.0,0.0,3.7683918476104736,0.7960955551643084,4.0,33.0,0.0
"""How to deactivate Omron Evolv before traveling?""",0.0,0.7148928642272949,1.398810996781736,3.25,33.0,0.0,0.0,2.7056503295898438,1.8479845474923873,3.65,30.5,0.0
"""Why is Omron Evolv showing low battery even after replacing batteries?""",0.0,0.6408054828643799,0.0,2.95,39.5,0.0,0.0,5.278396368026733,0.7578059170073237,3.0999999999999996,35.0,0.0
"""How to change the units of measurement on Omron Evolv?""",0.0,0.6785075664520264,1.4738229158271225,3.3,26.0,0.0,0.0,2.66007924079895,1.50371460317769,3.3,32.0,0.0
"""How to fix Omron Evolv if it does not inflate?""",0.0,0.44718122482299805,0.0,2.7,14.500000000000004,0.0,0.0,5.722911834716797,1.0484173395095755,3.2,23.0,0.0
"""Why does Omron Evolv display Err during measurement?""",0.0,0.675663948059082,1.4800256886201213,2.95,19.0,0.0,0.0,4.80184006690979,1.8742814992984227,3.3,32.0,0.0
"""Why is iHealth Track Bluetooth not pairing?""",0.0,0.7023355960845947,1.4238207568814225,2.8499999999999996,28.5,0.0,0.0,6.5143232345581055,0.9210473266308241,3.5999999999999996,41.5,0.0
"""How to adjust settings on iHealth Track?""",0.0,1.670577049255371,0.5985955574139273,3.35,28.5,0.0,0.0,4.930231094360352,1.6226419911940761,3.2,37.5,0.0
"""How to fix data inconsistencies on iHealth Track?""",0.0,0.6758618354797363,1.4795923478787292,3.0,39.5,0.0,0.0,6.433344841003418,1.3989612281683004,4.0,24.5,0.0
"""How to activate measurement history on iHealth MyVitals for iHealth Track?""",0.0,0.6499383449554443,1.5386074814073116,2.85,18.000000000000004,0.0,0.0,3.525239944458008,0.8510059023688251,3.9,37.5,0.0
"""Why is Amazon Fire Stick not connecting to Wi-Fi?""",0.0,0.8398768901824951,1.1906506914147887,3.05,33.5,0.0,0.0,5.674643278121948,1.7622253082506363,4.3,22.5,0.0
"""Why is Amazon Fire Stick showing a black screen?""",0.0,0.7564029693603516,2.6440932690842205,3.15,37.0,0.0,0.0,6.077838182449341,1.6453218561948417,3.45,31.0,0.0
"""How to connect Amazon Fire Stick to a new Wi-Fi network without the remote?""",0.0,0.7956268787384033,1.2568705592093574,3.05,22.0,0.0,0.0,4.6749372482299805,1.2834396872967526,3.15,32.5,0.0
"""Why is Amazon Fire Stick overheating?""",0.0,0.8087592124938965,2.4729239174072415,3.35,32.0,0.0,0.0,5.444817543029785,0.9183044170874918,3.7,26.5,0.0
"""How to restart Google Chromecast?""",0.0,1.035517930984497,0.9657003225923897,3.25,34.5,0.0,0.0,4.187570333480835,0.9552078368733412,3.0999999999999996,35.5,0.0
"""How to factory reset Google Chromecast without using the app?""",0.0,0.6434657573699951,1.5540842516412057,3.25,29.5,0.0,0.0,4.2995452880859375,1.6280791411588977,3.2,35.0,0.0
"""How to change the display resolution on Google Chromecast?""",0.0,0.7473170757293701,1.3381200998560159,3.1500000000000004,38.5,0.0,0.0,4.007839918136597,0.7485328908533184,3.7,25.499999999999996,0.0
"""How to fix Google Chromecast if there is no sound?""",0.0,0.793745756149292,1.2598492555768037,2.85,32.0,0.0,0.0,5.850005149841309,0.8547001022956962,3.65,30.5,0.0
"""How to fix Google Chromecast if the video quality is poor?""",0.0,0.6747884750366211,2.963891758659721,3.1,34.5,0.0,0.0,6.2978737354278564,1.7466212347384638,3.4,37.5,0.0
"""How to adjust the volume on Google Chromecast?""",0.0,0.7495343685150146,2.6683232737687557,3.3,37.0,0.0,0.0,2.72090744972229,1.4700977794770143,3.25,31.5,0.0
"""How to enable ambient mode on Google Chromecast?""",0.0,0.7425355911254883,1.34673679208588,3.4,29.0,0.0,0.0,4.902011394500732,0.8159915753126481,3.25,31.0,0.0
"""How to disable notifications on Google Chromecast?""",0.0,0.6815450191497803,1.4672545054273587,3.2,28.0,0.0,0.0,3.8613221645355225,0.7769359489224494,3.5999999999999996,30.5,0.0
